sym	name	type	EnsemblID	EntrezGeneID	OMIMID	RefSeqID	UniProtID	UCSCID	start	end	strand	GO_C	GO_F	GO_P	HPAclass	HPAlocation	HPAprognostic	HPAcancerCat	HPAtissueCat	HPAspecificExpr	HPAnonSpecificExpr
SLC2A10	solute carrier family 2 member 10	protein	ENSG00000197496	81031	606145	NM_030777	O95528	uc002xsl.4	46709487	46736347	1	GO:0005886	GO:0022857	GO:0055085	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Nucleoplasm<br>Vesicles	NA	Expressed in all	Mixed	NA	prostate: 49.3
SLC4A11	solute carrier family 4 member 11	protein	ENSG00000088836	83959	610206	NM_001174089	Q8NBS3	uc002wig.3	3227417	3239190	-1	GO:0005575	GO:0022857	GO:0055085	Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Nucleoplasm<br>Vesicles	Renal cancer:6.21e-6 (favourable), Cervical cancer:9.03e-4 (favourable)	Expressed in all	Tissue enhanced	thyroid gland: 27.7	salivary gland: 19.2
SLC9A8	solute carrier family 9 member A8	protein	ENSG00000197818	23315	612730	NM_001260491	Q9Y2E8	uc002xuv.3	49812713	49892242	1	GO:0005794	GO:0022857	GO:0055085	Plasma proteins, Predicted membrane proteins, Transporters	NA	NA	Expressed in all	Expressed in all	NA	bone marrow: 13.2
SLC12A5	solute carrier family 12 member 5	protein	ENSG00000124140	57468	606726	NM_001134771	Q9H2X9	uc002xrb.3	46021690	46060152	1	GO:0005886	GO:0022857	GO:0040007	Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	NA	Glioma:8.45e-4 (unfavourable)	Mixed	Tissue enriched	cerebral cortex: 94.2	adrenal gland: 11.9
SLC13A3	solute carrier family 13 member 3	protein	ENSG00000158296	64849	606411	NM_001011554	Q8WWT9	uc002xsf.3	46557823	46684467	-1	GO:0005886	GO:0022857	GO:0055085	Predicted membrane proteins, Transporters	Plasma membrane	NA	Mixed	Tissue enriched	kidney: 431.7	placenta: 60.9
SLC17A9	solute carrier family 17 member 9	protein	ENSG00000101194	63910	612107	NM_001302643	Q9BYT1	uc002yea.5	62952647	62969585	1	GO:0005575	GO:0022857	GO:0055085	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	Nucleoplasm	Renal cancer:2.78e-15 (unfavourable)	Mixed	Mixed	NA	stomach: 8.6
SLC23A2	solute carrier family 23 member 2	protein	ENSG00000089057	9962	603791	NM_005116	Q9UGH3	uc002wlh.1	4852356	5010293	-1	GO:0005737	GO:0022857	GO:0005975	Predicted membrane proteins, Transporters	Golgi apparatus<br>Vesicles	Urothelial cancer:6.08e-5 (favourable), Pancreatic cancer:7.14e-5 (favourable), Liver cancer:3.35e-4 (favourable)	Expressed in all	Expressed in all	NA	adrenal gland: 98.2
SLC24A3	solute carrier family 24 member 3	protein	ENSG00000185052	57419	609839	NM_020689	Q9HC58	uc002wrl.4	19212646	19722937	1	GO:0005886	GO:0022857	GO:0055085	Predicted membrane proteins, Transporters	NA	Thyroid cancer:6.08e-4 (unfavourable)	Mixed	Mixed	NA	endometrium: 47.7
SLC32A1	solute carrier family 32 member 1	protein	ENSG00000101438	140679	616440	NM_080552	Q9H598	uc002xjc.3	38724462	38729372	1	GO:0005886	GO:0022857	GO:0007568	Predicted membrane proteins, Transporters	NA	NA	Tissue enhanced	Tissue enriched	cerebral cortex: 15.9	testis: 0.4
SLC35C2	solute carrier family 35 member C2	protein	ENSG00000080189	51006	NA	NM_001281457	Q9NQQ7	uc002xrr.5	46345980	46364458	-1	GO:0005794	NA	GO:0055085	Predicted membrane proteins, Transporters	Nucleoplasm<br>Golgi apparatus	Liver cancer:1.08e-4 (unfavourable), Renal cancer:8.68e-4 (unfavourable)	Expressed in all	Expressed in all	NA	fallopian tube: 37.0
SLC52A3	solute carrier family 52 member 3	protein	ENSG00000101276	113278	613350	NM_033409	Q9NQ40	uc284pqm.1	760080	776015	-1	GO:0005886	GO:0022857	GO:0050877	Disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters	NA	Stomach cancer:5.51e-6 (favourable)	Expressed in all	Tissue enhanced	testis: 62.3	small intestine: 18.1
SLCO4A1	solute carrier organic anion transporter family member 4A1	protein	ENSG00000101187	28231	612436	NM_016354	Q96BD0	uc002ydb.1	62642445	62685785	1	GO:0005886	GO:0022857	GO:0055085	Predicted membrane proteins, Transporters	Cell Junctions	Lung cancer:4.74e-4 (unfavourable)	Expressed in all	Mixed	NA	esophagus: 10.5
SLPI	secretory leukocyte peptidase inhibitor	protein	ENSG00000124107	6590	107285	NM_003064	P03973	uc002xnm.2	45252239	45254564	-1	GO:0005615	GO:0003729	GO:0016192	Cancer-related genes, Plasma proteins, Predicted secreted proteins	NA	Renal cancer:6.91e-5 (unfavourable)	Expressed in all	Tissue enriched	cervix, uterine: 41087.8	seminal vesicle: 4333.6
SLX4IP	SLX4 interacting protein	protein	ENSG00000149346	128710	615958	NM_001009608	Q5VYV7	uc010zre.3	10435303	10636829	1	NA	GO:0003674	NA	Disease related genes, Predicted intracellular proteins	Cytosol	Renal cancer:9.51e-4 (unfavourable)	Expressed in all	Mixed	NA	parathyroid gland: 8.1
SMIM26	small integral membrane protein 26	protein	ENSG00000232388	388789	NA	NA	A0A096LP01	uc002wrd.5	18567347	18569563	1	GO:0005575	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMOX	spermine oxidase	protein	ENSG00000088826	54498	615854	NM_001270691	Q9NWM0	uc002wkm.2	4120980	4187747	1	GO:0005654	GO:0016491	GO:0009056	Enzymes, FDA approved drug targets, Predicted intracellular proteins	Nucleoplasm<br>Nuclear membrane<br>Vesicles	Liver cancer:3.33e-6 (unfavourable), Renal cancer:1.06e-4 (unfavourable), Lung cancer:1.36e-4 (unfavourable)	Expressed in all	Tissue enhanced	cerebral cortex: 49.7	gallbladder: 23.5
SNAI1	snail family transcriptional repressor 1	protein	ENSG00000124216	6615	604238	NM_005985	O95863	uc002xuz.4	49982999	49988886	1	GO:0005654	GO:0003700	GO:0048646	Predicted intracellular proteins, Transcription factors	Nucleus<br>Cytosol	Renal cancer:2.63e-7 (unfavourable), Thyroid cancer:8.82e-7 (unfavourable), Lung cancer:1.61e-5 (unfavourable), Colorectal cancer:4.76e-4 (unfavourable)	Expressed in all	Tissue enhanced	gallbladder: 26.2	thyroid gland: 13.4
SNAP25	synaptosome associated protein 25	protein	ENSG00000132639	6616	600322	NM_001322902	P60880	uc002wnr.3	10218830	10307418	1	GO:0005856	GO:0003674	GO:0007267	Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Transporters	NA	NA	Group enriched	Tissue enriched	cerebral cortex: 1759.0	adrenal gland: 57.2
SNPH	syntaphilin	protein	ENSG00000101298	9751	604942	NM_001318234	O15079	uc002wes.4	1266316	1309328	1	GO:0005737	GO:0003674	GO:0030154	Predicted membrane proteins	Cytokinetic bridge<br>Mitochondria	Pancreatic cancer:6.97e-5 (favourable)	Mixed	Tissue enhanced	cerebral cortex: 33.6	seminal vesicle: 15.6
SNRPB	small nuclear ribonucleoprotein polypeptides B and B1	protein	ENSG00000125835	6628	182282	NM_003091	P14678	uc002wfz.2	2461634	2470853	-1	GO:0005654	GO:0003723	GO:0022618	Disease related genes, Plasma proteins, Predicted intracellular proteins	Nucleoplasm	Liver cancer:1.07e-5 (unfavourable)	Expressed in all	Expressed in all	NA	bone marrow: 202.0
SNRPB2	small nuclear ribonucleoprotein polypeptide B2	protein	ENSG00000125870	6629	603520	NM_003092	P08579	uc002wph.3	16729961	16742563	1	GO:0005654	GO:0003723	GO:0006397	Plasma proteins, Predicted intracellular proteins	Nuclear speckles	Liver cancer:6.03e-7 (unfavourable), Renal cancer:2.79e-4 (unfavourable), Endometrial cancer:7.57e-4 (unfavourable)	Expressed in all	Expressed in all	NA	lymph node: 49.8
SNTA1	syntrophin alpha 1	protein	ENSG00000101400	6640	601017	NM_003098	Q13424	uc002wzd.2	33407955	33443892	-1	GO:0005622	GO:0005198	GO:0008150	Disease related genes, Predicted intracellular proteins	NA	Endometrial cancer:9.60e-6 (unfavourable), Pancreatic cancer:3.72e-4 (favourable), Melanoma:7.08e-4 (favourable)	Expressed in all	Expressed in all	NA	thyroid gland: 102.0
SNX5	sorting nexin 5	protein	ENSG00000089006	27131	605937	NM_001282454	Q9Y5X3	uc002wqd.5	17941597	17968980	-1	GO:0032991	GO:0008289	GO:0016192	Predicted intracellular proteins	NA	Liver cancer:2.30e-10 (unfavourable)	Expressed in all	Expressed in all	NA	thyroid gland: 132.4
SNX21	sorting nexin family member 21	protein	ENSG00000124104	90203	NA	NM_001042632	Q969T3	uc002xpv.2	45833810	45843275	1	GO:0005575	GO:0008289	GO:0006810	Predicted intracellular proteins	Vesicles<br>Microtubule organizing center	NA	Expressed in all	Mixed	NA	skin: 25.5
SOGA1	suppressor of glucose, autophagy associated 1	protein	ENSG00000149639	140710	NA	NM_080627	O94964	uc002xgd.2	36777442	36863686	-1	GO:0005615	GO:0003674	GO:0007165	Plasma proteins, Predicted intracellular proteins	Nucleoli<br>Cytosol	Ovarian cancer:8.28e-5 (unfavourable), Renal cancer:4.49e-4 (unfavourable)	Expressed in all	Mixed	NA	thyroid gland: 20.2
SOX12	SRY-box 12	protein	ENSG00000177732	6666	601947	NM_006943	O15370	uc002wdh.5	325595	330224	1	GO:0005654	GO:0000988	GO:0065003	Predicted intracellular proteins, Transcription factors	Nucleoplasm	Liver cancer:6.64e-5 (unfavourable)	Expressed in all	Mixed	NA	cerebral cortex: 10.7
SOX18	SRY-box 18	protein	ENSG00000203883	54345	601618	NM_018419	P35713	uc002yhs.4	64047582	64049641	-1	GO:0032991	GO:0003700	GO:0021700	Disease related genes, Predicted intracellular proteins, Transcription factors	Nucleus	NA	Expressed in all	Tissue enhanced	adipose tissue: 32.9	lung: 12.0
SPAG4	sperm associated antigen 4	protein	ENSG00000061656	6676	603038	NM_001317931	Q9NPE6	uc002xdb.2	35615892	35621049	1	GO:0005635	GO:0005198	GO:0061024	Predicted intracellular proteins, Predicted membrane proteins	NA	Endometrial cancer:9.52e-8 (favourable), Colorectal cancer:1.09e-5 (unfavourable), Glioma:8.89e-5 (unfavourable), Renal cancer:1.28e-4 (unfavourable), Urothelial cancer:6.66e-4 (favourable)	Expressed in all	Mixed	NA	testis: 22.5
SPATA2	spermatogenesis associated 2	protein	ENSG00000158480	9825	607662	NM_001135773	Q9UM82	uc002xuw.5	49903391	49915508	-1	GO:0005737	GO:0003674	GO:0030154	Predicted intracellular proteins	Nucleus<br>Nucleoli fibrillar center	Endometrial cancer:1.87e-4 (unfavourable), Thyroid cancer:4.53e-4 (unfavourable), Melanoma:9.08e-4 (favourable)	Expressed in all	Expressed in all	NA	cerebral cortex: 22.4
SPATA25	spermatogenesis associated 25	protein	ENSG00000149634	128497	NA	NM_080608	Q9BR10	uc002xqf.4	45886489	45887635	-1	GO:0005575	GO:0003674	GO:0030154	Predicted intracellular proteins	Golgi apparatus	NA	Mixed	Mixed	NA	testis: 15.4
SPEF1	sperm flagellar 1	protein	ENSG00000101222	25876	610674	NM_015417	Q9Y4P9	uc002wjj.4	3777504	3781448	-1	GO:0005929	GO:0008092	GO:0048870	Predicted intracellular proteins	NA	Thyroid cancer:9.87e-4 (unfavourable)	Mixed	Tissue enhanced	fallopian tube: 15.9;testis: 6.5	cerebral cortex: 2.9
SPINT3	serine peptidase inhibitor, Kunitz type 3	protein	ENSG00000101446	10816	613941	NM_006652	P49223	uc010ghg.1	45512461	45515624	-1	GO:0005576	GO:0030234	GO:0008150	Predicted secreted proteins	NA	NA	Not detected	Group enriched	epididymis: 5.8;seminal vesicle: 15.4	skin: 0.3
SPINT4	serine peptidase inhibitor, Kunitz type 4	protein	ENSG00000149651	391253	NA	NM_178455	Q6UDR6	uc002xpe.2	45722351	45725830	1	GO:0005576	GO:0030234	GO:0008150	Predicted secreted proteins	NA	NA	Not detected	Tissue enriched	epididymis: 347.0	seminal vesicle: 0.2
SPO11	SPO11, initiator of meiotic double stranded breaks	protein	ENSG00000054796	23626	605114	NM_012444	Q9Y5K1	uc002xye.4	57329759	57343994	1	GO:0000228	GO:0016853	GO:0034655	Enzymes, Plasma proteins, Predicted intracellular proteins	NA	NA	Not detected	Tissue enriched	testis: 15.3	all non-specific tissues: 0.0
SPTLC3	serine palmitoyltransferase long chain base subunit 3	protein	ENSG00000172296	55304	611120	NM_018327	Q9NUV7	uc002wod.2	13008979	13169103	1	GO:0032991	GO:0016746	GO:0006629	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Microtubules	Renal cancer:4.51e-7 (favourable), Pancreatic cancer:6.02e-4 (unfavourable)	Expressed in all	Mixed	NA	thyroid gland: 40.8
SRC	SRC proto-oncogene, non-receptor tyrosine kinase	protein	ENSG00000197122	6714	190090	NM_005417	P12931	uc002xgy.5	37344685	37406050	1	GO:0005764	GO:0030674	GO:0000902	Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	Plasma membrane<br>Cytosol	Liver cancer:4.90e-5 (unfavourable), Urothelial cancer:5.22e-5 (favourable), Renal cancer:1.22e-4 (unfavourable), Prostate cancer:1.63e-4 (unfavourable)	Expressed in all	Mixed	NA	gallbladder: 43.6
SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites	protein	ENSG00000125508	6725	617797	NM_080823	Q9H3Y6	uc002yfi.3	63540810	63547504	-1	GO:0005737	GO:0016301	GO:0030154	Enzymes, Predicted intracellular proteins	Intermediate filaments<br>Actin filaments<br>Cytosol	NA	Mixed	Mixed	NA	stomach: 1.4
SRSF6	serine and arginine rich splicing factor 6	protein	ENSG00000124193	6431	601944	NM_006275	Q13247	uc010zwg.3	43457928	43464247	1	GO:0005654	GO:0003723	GO:0022618	Predicted intracellular proteins	Nuclear speckles	Renal cancer:2.82e-4 (unfavourable), Liver cancer:3.86e-4 (unfavourable)	Expressed in all	Expressed in all	NA	endometrium: 83.5
SRXN1	sulfiredoxin 1	protein	ENSG00000271303	140809	617583	NM_080725	Q9BYN0	uc002wea.5	646615	653370	-1	GO:0005829	GO:0016491	GO:0006950	Enzymes, Predicted intracellular proteins	NA	Liver cancer:6.22e-5 (unfavourable)	Mixed	Expressed in all	NA	adrenal gland: 44.5
SS18L1	SS18L1, nBAF chromatin remodeling complex subunit	protein	ENSG00000184402	26039	606472	NM_001301778	O75177	uc002ycb.4	62143795	62182484	1	GO:0032991	GO:0000988	GO:0048856	Cancer-related genes, Predicted intracellular proteins	Nucleoplasm<br>Cytosol	Head and neck cancer:8.00e-5 (favourable), Lung cancer:3.74e-4 (favourable)	Expressed in all	Expressed in all	NA	skin: 23.7
SSTR4	somatostatin receptor 4	protein	ENSG00000132671	6754	182454	NM_001052	P31391	uc002wsr.3	23035386	23036812	1	GO:0005737	GO:0004871	GO:0007267	G-protein coupled receptors, Predicted membrane proteins	NA	NA	Not detected	Not detected	NA	cerebral cortex: 0.8
STAU1	staufen double-stranded RNA binding protein 1	protein	ENSG00000124214	6780	601716	NM_001037328	O95793	uc002xud.3	49113339	49188367	-1	GO:0005783	GO:0003723	GO:0042592	Plasma proteins, Predicted intracellular proteins	Cytosol	Prostate cancer:4.41e-4 (unfavourable)	Expressed in all	Expressed in all	NA	parathyroid gland: 140.5
STK4	serine/threonine kinase 4	protein	ENSG00000101109	6789	604965	NM_006282	Q13043	uc002xnb.4	44966474	45079959	1	GO:0005654	GO:0008134	GO:0000902	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins	Nucleoplasm<br>Nuclear bodies<br>Cytosol	Renal cancer:1.84e-5 (unfavourable), Liver cancer:8.04e-4 (unfavourable)	Expressed in all	Expressed in all	NA	lymph node: 50.6
STK35	serine/threonine kinase 35	protein	ENSG00000125834	140901	609370	NM_080836	Q8TDR2	uc002wfw.5	2101611	2177038	1	GO:0005730	GO:0016301	GO:0006464	Enzymes, Predicted intracellular proteins	Nucleus<br>Nuclear bodies	Liver cancer:9.46e-6 (unfavourable)	Expressed in all	Expressed in all	NA	testis: 25.2
STMN3	stathmin 3	protein	ENSG00000197457	50861	608362	NM_001276310	Q9NZ72	uc002yfr.3	63639705	63657682	-1	GO:0005794	GO:0008092	GO:0007010	Predicted intracellular proteins	NA	NA	Expressed in all	Tissue enhanced	cerebral cortex: 225.7	thyroid gland: 52.6
STX16	syntaxin 16	protein	ENSG00000124222	8675	603666	NM_001001433	O14662	uc002xzi.4	58651253	58679526	1	GO:0005794	GO:0003674	GO:0061024	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Vesicles	Renal cancer:1.11e-16 (unfavourable), Liver cancer:4.18e-4 (unfavourable)	Expressed in all	Expressed in all	NA	skin: 63.9
SULF2	sulfatase 2	protein	ENSG00000196562	55959	610013	NM_001161841	Q8IWU5	uc002xto.4	47656348	47786616	-1	GO:0005783	GO:0043167	GO:0030198	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	NA	Cervical cancer:6.43e-5 (unfavourable), Renal cancer:4.02e-4 (unfavourable)	Expressed in all	Expressed in all	NA	endometrium: 166.9
SUN5	Sad1 and UNC84 domain containing 5	protein	ENSG00000167098	140732	613942	NM_080675	Q8TC36	uc002wyi.4	32983773	33004433	-1	GO:0005575	GO:0003674	GO:0061024	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	NA	NA	Not detected	Tissue enriched	testis: 41.0	all non-specific tissues: 0.0
SYCP2	synaptonemal complex protein 2	protein	ENSG00000196074	10388	604105	NM_014258	Q9BX26	uc002yaz.4	59863563	59933655	-1	GO:0005634	GO:0003677	GO:0051301	Predicted intracellular proteins	Nucleoplasm<br>Plasma membrane<br>Cytosol	NA	Group enriched	Group enriched	breast: 17.7;testis: 76.9	prostate: 6.0
SYNDIG1	synapse differentiation inducing 1	protein	ENSG00000101463	79953	614311	NM_001323606	Q9H7V2	uc002wtw.3	24469199	24666616	1	GO:0043226	GO:0003674	GO:0006810	Predicted membrane proteins	Vesicles	Thyroid cancer:6.16e-6 (unfavourable)	Mixed	Tissue enhanced	cerebral cortex: 26.9	heart muscle: 14.4
SYS1	SYS1, golgi trafficking protein	protein	ENSG00000204070	90196	612979	NM_001099791	Q8N2H4	uc002xnv.4	45361937	45376798	1	GO:0005829	NA	GO:0016192	Predicted membrane proteins	NA	Liver cancer:4.62e-4 (unfavourable)	Expressed in all	Expressed in all	NA	fallopian tube: 51.8
TAF4	TATA-box binding protein associated factor 4	protein	ENSG00000130699	6874	601796	NM_003185	O00268	uc002ybs.3	61953469	62065810	-1	GO:0005654	GO:0008134	GO:0044403	Predicted intracellular proteins	Nucleoplasm	Liver cancer:3.31e-4 (unfavourable)	Expressed in all	Mixed	NA	testis: 6.6
TASP1	taspase 1	protein	ENSG00000089123	55617	608270	NM_001323602	Q9H6P5	uc002woi.4	13389392	13638940	-1	NA	GO:0008233	GO:0008150	Predicted intracellular proteins	Plasma membrane	Thyroid cancer:6.78e-4 (unfavourable)	Expressed in all	Mixed	NA	parathyroid gland: 13.7
TBC1D20	TBC1 domain family member 20	protein	ENSG00000125875	128637	611663	NM_144628	Q96BZ9	uc002wds.4	435480	462553	-1	GO:0005783	GO:0030234	GO:0000902	Disease related genes, Predicted membrane proteins	NA	NA	Expressed in all	Expressed in all	NA	parathyroid gland: 31.2
TCEA2	transcription elongation factor A2	protein	ENSG00000171703	6919	604784	NM_003195	Q15560	uc061yqu.1	64049836	64072347	1	GO:0032991	GO:0003677	GO:0009058	Predicted intracellular proteins	Nucleoplasm<br>Centrosome	NA	Expressed in all	Expressed in all	NA	cerebral cortex: 73.8
TCF15	transcription factor 15	protein	ENSG00000125878	6939	601010	NM_004609	Q12870	uc002wdz.4	603797	610398	-1	GO:0032991	GO:0003700	GO:0048646	Predicted intracellular proteins, Transcription factors	Nuclear speckles	Ovarian cancer:3.25e-4 (unfavourable)	Mixed	Group enriched	adipose tissue: 6.3;heart muscle: 3.4;placenta: 4.8;skeletal muscle: 4.6;testis: 1.3	lung: 0.7
TCFL5	transcription factor like 5	protein	ENSG00000101190	10732	604745	NM_001301726	Q9UL49	uc002ydp.3	62841115	62861763	-1	GO:0005634	GO:0003700	GO:0030154	Predicted intracellular proteins, Transcription factors	Nucleoplasm	Endometrial cancer:3.24e-4 (unfavourable)	Expressed in all	Expressed in all	NA	testis: 144.4
TFAP2C	transcription factor AP-2 gamma	protein	ENSG00000087510	7022	601602	NM_003222	Q92754	uc002xya.4	56629302	56639283	1	GO:0005739	GO:0003700	GO:0007267	Predicted intracellular proteins, Transcription factors	Nucleoplasm	Cervical cancer:6.90e-4 (favourable)	Tissue enhanced	Tissue enhanced	skin: 63.0	breast: 31.6
TGIF2	TGFB induced factor homeobox 2	protein	ENSG00000118707	60436	607294	NM_001199513	Q9GZN2	uc021wcv.2	36573488	36593950	1	GO:0005654	GO:0003700	GO:0048856	Plasma proteins, Predicted intracellular proteins, Transcription factors	Nucleoplasm	NA	Expressed in all	Mixed	NA	fallopian tube: 38.3
TGM2	transglutaminase 2	protein	ENSG00000198959	7052	190196	NM_001323316	P21980	uc002xhr.5	38127387	38166578	-1	GO:0005783	GO:0016746	GO:0048646	Enzymes, Predicted intracellular proteins	Plasma membrane<br>Cytosol	Renal cancer:1.67e-7 (unfavourable), Pancreatic cancer:2.97e-4 (unfavourable)	Expressed in all	Tissue enhanced	cervix, uterine: 461.0	placenta: 319.8
TGM3	transglutaminase 3	protein	ENSG00000125780	7053	600238	NM_003245	Q08188	uc002wfx.5	2296001	2341078	1	GO:0005737	GO:0016746	GO:0065003	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	NA	NA	Tissue enriched	Tissue enriched	esophagus: 1513.9	tonsil: 126.4
TGM6	transglutaminase 6	protein	ENSG00000166948	343641	613900	NM_001254734	O95932	uc002wfy.1	2380908	2432753	1	GO:0005737	GO:0016746	GO:0006464	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	NA	NA	Not detected	Not detected	NA	tonsil: 0.4
THBD	thrombomodulin	protein	ENSG00000178726	7056	188040	NM_000361	P07204	uc002wss.4	23045633	23049741	-1	GO:0005615	GO:0004871	GO:0048870	Candidate cardiovascular disease genes, CD markers, Disease related genes, Predicted membrane proteins	Nucleoplasm<br>Cytosol	NA	Expressed in all	Expressed in all	NA	lung: 73.3
TLDC2	TBC/LysM-associated domain containing 2	protein	ENSG00000101342	140711	NA	NM_001304783	A0PJX2	uc002xgg.2	36876121	36894235	1	NA	NA	NA	Predicted intracellular proteins	NA	Renal cancer:9.97e-5 (unfavourable)	Tissue enhanced	Tissue enhanced	duodenum: 19.0;small intestine: 20.1	rectum: 13.3
TM9SF4	transmembrane 9 superfamily member 4	protein	ENSG00000101337	9777	617727	NM_014742	Q92544	uc002wxj.2	32109506	32167258	1	GO:0005768	GO:0003674	GO:0007155	Predicted membrane proteins, Transporters	Mitochondria	Endometrial cancer:6.37e-6 (unfavourable), Liver cancer:2.15e-4 (unfavourable)	Expressed in all	Expressed in all	NA	parathyroid gland: 93.1
TMC2	transmembrane channel like 2	protein	ENSG00000149488	117532	606707	NM_080751	Q8TDI7	uc002wgf.1	2536607	2641784	1	GO:0005886	GO:0022857	GO:0050877	Predicted membrane proteins	NA	NA	Not detected	Not detected	NA	testis: 0.9
TMEM74B	transmembrane protein 74B	protein	ENSG00000125895	55321	NA	NM_001304748	Q9NUR3	uc002weq.2	1180561	1185415	-1	GO:0005575	NA	NA	Predicted membrane proteins	Nucleoplasm<br>Golgi apparatus	Renal cancer:2.55e-7 (unfavourable), Pancreatic cancer:3.07e-5 (favourable)	Mixed	Mixed	NA	small intestine: 27.0
TMEM189	transmembrane protein 189	protein	ENSG00000240849	387521	610994	NM_001162505	A5PLL7	uc002xvg.3	50118254	50153734	-1	GO:0005783	GO:0019899	GO:0006464	Predicted membrane proteins	Endoplasmic reticulum	Renal cancer:5.79e-11 (unfavourable), Endometrial cancer:7.51e-4 (unfavourable)	Expressed in all	Expressed in all	NA	smooth muscle: 31.3
TMEM230	transmembrane protein 230	protein	ENSG00000089063	29058	617019	NM_001009923	Q96A57	uc002wlm.4	5068232	5113103	-1	GO:0005773	NA	GO:0016192	Predicted membrane proteins	Endoplasmic reticulum	NA	Expressed in all	Expressed in all	NA	thyroid gland: 227.2
TMEM239	transmembrane protein 239	protein	ENSG00000198326	100288797	NA	NM_001167670	Q8WW34	uc002wgx.3	2816302	2820284	1	GO:0005575	GO:0003674	NA	Predicted membrane proteins	NA	NA	Not detected	Tissue enriched	testis: 38.9	endometrium,placenta: 0.1
TMX4	thioredoxin related transmembrane protein 4	protein	ENSG00000125827	56255	616766	NM_021156	Q9H1E5	uc002wmx.2	7977348	8019829	-1	GO:0005783	GO:0016853	GO:0006457	Predicted membrane proteins	Nuclear membrane	Renal cancer:2.60e-5 (favourable)	Expressed in all	Expressed in all	NA	testis: 118.2
TNFRSF6B	TNF receptor superfamily member 6b	protein	ENSG00000243509	8771	603361	NM_003823	O95407	uc002yfz.4	63696668	63698684	1	GO:0005615	GO:0004871	GO:0002376	Predicted secreted proteins	NA	NA	Not detected	Tissue enriched	appendix: 19.0	tonsil: 3.1
TNNC2	troponin C2, fast skeletal type	protein	ENSG00000101470	7125	191039	NM_003279	P02585	uc002xpr.4	45823214	45833745	-1	GO:0032991	GO:0008092	GO:0008150	Predicted intracellular proteins	Nucleoplasm<br>Vesicles	NA	Mixed	Tissue enriched	skeletal muscle: 9898.9	esophagus: 126.3
TOMM34	translocase of outer mitochondrial membrane 34	protein	ENSG00000025772	10953	616049	NM_006809	Q15785	uc002xmy.4	44942130	44960486	-1	GO:0005654	GO:0003674	GO:0006605	Predicted intracellular proteins	Cytosol	Liver cancer:8.71e-6 (unfavourable), Head and neck cancer:4.47e-5 (unfavourable), Thyroid cancer:5.45e-4 (favourable)	Expressed in all	Expressed in all	NA	testis: 182.2
TOP1	DNA topoisomerase I	protein	ENSG00000198900	7150	126420	NM_003286	P11387	uc002xjl.4	41028818	41124487	1	GO:0000228	GO:0016853	GO:0007059	Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Predicted intracellular proteins	Nucleus<br>Nucleoli fibrillar center	Liver cancer:6.42e-4 (unfavourable)	Expressed in all	Expressed in all	NA	placenta: 71.7
TOX2	TOX high mobility group box family member 2	protein	ENSG00000124191	84969	611163	NM_001098796	Q96NM4	uc010ggo.4	43914864	44069616	1	GO:0005654	GO:0003700	GO:0009058	Predicted intracellular proteins, Transcription factors	Nucleoplasm	Renal cancer:7.45e-8 (unfavourable), Endometrial cancer:2.60e-4 (unfavourable)	Expressed in all	Mixed	NA	parathyroid gland: 19.8
TP53INP2	tumor protein p53 inducible nuclear protein 2	protein	ENSG00000078804	58476	617549	NM_021202	Q8IXH6	uc002xau.2	34704290	34713439	1	GO:0005773	GO:0032182	GO:0042592	Predicted intracellular proteins	NA	Renal cancer:1.26e-8 (favourable)	Expressed in all	Expressed in all	NA	cerebral cortex: 86.9
TP53RK	TP53 regulating kinase	protein	ENSG00000172315	112858	608679	NM_033550	Q96S44	uc002xsk.4	46684365	46689779	-1	GO:0005654	GO:0016301	GO:0006399	Enzymes, Predicted intracellular proteins	NA	Liver cancer:6.27e-5 (unfavourable), Endometrial cancer:6.70e-5 (unfavourable)	Expressed in all	Expressed in all	NA	testis: 16.6
TP53TG5	TP53 target 5	protein	ENSG00000124251	27296	617316	NM_014477	Q9Y2B4	uc002xny.4	45372563	45407889	-1	GO:0005737	GO:0003674	GO:0007165	Predicted intracellular proteins	NA	NA	Not detected	Tissue enriched	testis: 22.2	cerebral cortex: 1.8
